264	837660	1941	616
265	841831	1156	425
266	844737	300	172
267	845888	285	94
268	846529	409	242
269	848157	120	69
270	848610	1518	588
271	852586	292	182
272	853823	93	40
273	854097	70	49
274	854424	15	11
275	854498	1247	614
276	858621	19	14
277	858716	704	290
278	860665	134	90
279	861273	127	49
280	861609	19	10
281	861680	1810	515
282	865168	94	49
283	865505	53	34
284	865742	397	93
285	866380	2953	911
286	872520	3164	1216
287	880715	273	154
288	881756	40	30
289	881959	60	47
290	882278	109	42
291	882559	372	185
292	883796	31	22
293	883943	110	25
294	884116	5	5
295	884151	2269	1072
296	891323	2259	771
297	896523	1034	397
298	899178	6142	1012
299	906066	414	250
300	907745	154	84
301	908305	3353	684
302	912946	4093	1207
303	921107	496	289
304	923039	21312	2324
305	939062	694	469
306	942211	3461	1179
307	950154	2699	540
308	953796	617	374
309	956300	2382	460
310	959441	391	264
311	961230	1527	451
312	964298	2000	1493
313	974279	956	443
314	977265	722	309
315	979372	1421	569
316	983222	2209	610
317	987349	3570	302
318	989474	113	76
319	989990	64291	481
320	993618	68	48
321	993938	59	24
322	994096	2501	198
323	995516	3176	380
324	998157	217	110
325	998907	1390	491
326	1002240	585	224
327	1003750	102	79
328	1004276	23	22
329	1004427	1609	771
330	1009569	670	291
331	1011574	214	52
332	1011929	56	33
333	1012155	3185	790
334	1017426	5952	464
335	1020635	4020	177
336	1021849	2838	335
337	1024120	383	223
338	1025628	444	174
339	1026802	39	15
340	1026901	1443	484
341	1030216	1329	215
342	1031652	56	42
343	1031932	332	121
344	1032733	545	340
345	1035036	4135	633
346	1039300	573	69
347	1039771	181	100
348	1040450	31	18
349	1040575	939	313
350	1042700	1852	690
351	1047339	247	116
352	1048119	1792	629
353	1052352	750	373
354	1054854	4441	1112
355	1062345	506	297
356	1064319	9633	1003
357	1071140	2693	784
358	1076465	2368	661
359	1080890	2	2
360	1080904	435	88
361	1081508	797	439
362	1084463	1015	536
363	1088089	20	11
364	1088166	811	538
365	1091821	1	1
366	1091830	173	53
367	1092203	429	190
368	1093481	2676	586
369	1097543	1093	235
370	1099137	462	283
371	1101031	848	397
372	1103686	919	539
373	1107294	4	1
374	1107303	655	313
375	1109390	4672	642
376	1113716	1822	560
377	1117423	13880	1321
378	1126537	605	265
379	1128312	2002	643
380	1132653	194	149
381	1133672	2099	472
382	1136851	2160	804
383	1142267	1299	232
384	1143851	952	465
385	1146927	83	64
386	1147355	44	28
387	1147542	40	36
388	1147789	1715	675
389	1152306	3293	618
390	1156525	773	421
391	1159357	2536	963
392	1165888	3303	1039
393	1172908	3417	1343
394	1181972	1383	544
395	1185621	40	35
396	1185863	18	13
397	1185952	1307	559
398	1189707	2657	868
399	1195591	3000	767
400	1200760	504	317
401	1202865	2623	342
402	1205203	6678	1292
403	1213913	2053	640
404	1218207	2134	951
405	1224591	209	117
406	1225385	2291	533
407	1229010	8	6
408	1229054	32	15
409	1229157	4035	900
410	1235269	97	63
411	1235698	45	37
412	1235944	61	32
413	1236159	721	218
414	1237654	7382	332
415	1239922	868	324
416	1242079	1894	451
417	1245131	28539	546
418	1249129	811	310
419	1251210	992	274
420	1253035	290	132
421	1253931	4	4
422	1253961	22897	1415
423	1263808	253	125
424	1264657	2294	793
425	1270061	266	98
426	1270729	248	126
427	1271575	17	15
428	1271680	198	92
429	1272305	553	182
430	1273537	552	254
431	1275253	8	4
432	1275282	869	283
433	1277203	148	83
434	1277770	98	58
435	1278155	75	42
436	1278443	371	154
437	1279485	90	29
438	1279685	12	6
439	1279729	174	118
440	1280519	898	396
441	1283183	23	18
442	1283308	36	28
443	1283489	14001	1098
444	1291081	973	249
445	1292786	4031	1297
446	1301531	2302	683
447	1306134	967	439
448	1309086	112	63
449	1309509	1208	484
450	1312775	217	69
451	1313240	330	139
452	1314173	10	9
453	1314238	18	10
454	1314308	489	196
455	1315645	4762	870
456	1321560	9	8
457	1321616	894	305
458	1323688	1569	556
459	1327454	1798	908
460	1333527	2140	897
461	1339527	2508	841
462	1345189	3254	823
463	1350693	2681	683
464	1355241	2837	738
465	1360184	2463	613
466	1364295	2092	621
467	1368441	2343	644
468	1372733	2770	671
469	1377222	3158	778
470	1382470	128	72
471	1382953	91	44
472	1383249	23	18
473	1383364	1044	518
474	1386856	333	300
475	1388895	2410	857
476	1394642	383	182
477	1395862	252	167
478	1397002	399	181
479	1398226	905	287
480	1400150	354	229
481	1401690	105	78
482	1402222	159	95
483	1402867	770	261
484	1404621	656	313
485	1406719	1359	412
486	1409494	2950	905
487	1415629	832	425
488	1418525	832	473
489	1421694	825	408
490	1424425	205	109
491	1425160	906	411
492	1427922	1946	322
493	1430129	2898	644
494	1434476	420	129
495	1435341	619	191
496	1436632	1145	478
497	1439834	1014	270
498	1441634	2283	575
499	1445486	4471	1157
500	1453323	664	307
501	1455372	946	381
502	1457932	89	65
503	1458360	563	266
504	1460113	1425	566
505	1463892	3898	912
506	1470093	426	174
507	1471253	98	76
508	1471767	415	181
509	1472980	242	122
510	1473779	106	79
511	1474300	425	207
512	1475689	1100	606
513	1479716	3568	999
514	1486490	610	174
515	1487667	1544	548
516	1491371	1270	602
517	1495423	416	253
518	1497102	2564	1045
519	1504160	5887	803
520	1509619	68	24
521	1509785	730	409
522	1512523	2876	579
523	1516467	301	124
524	1517289	430	258
525	1519002	86	52
526	1519353	1912	700
527	1524057	763	469
528	1527188	74	58
529	1527577	1756	562
530	1531402	89	65
531	1531840	2990	857
532	1537643	65	26
533	1537823	13	9
534	1537886	110	46
535	1538199	92	62
536	1538622	8	6
537	1538664	17	14
538	1538758	181	122
539	1539587	6	3
540	1539610	378	158
541	1540688	1564	672
542	1545212	18	17
543	1545326	1799	682
544	1549901	162	73
545	1550395	3002	1096
546	1557807	58	36
547	1558058	206	130
548	1558936	686	278
549	1560820	314	207
550	1562222	42	21
551	1562368	5	5
552	1562405	2089	735
553	1567350	191	75
554	1567865	95	67
555	1568320	116	73
556	1568824	144	100
557	1569504	398	267
558	1571316	4600	1068
559	1578489	213	59
560	1578897	6623	654
561	1583332	435	169
562	1584477	311	199
563	1585822	4014	644
564	1590163	2125	467
565	1593330	54	39
566	1593589	1124	417
567	1596411	2411	741
568	1601416	375	180
569	1602637	2263	448
570	1605648	897	229
571	1607207	176	89
572	1607806	575	144
573	1608788	534	285
574	1610720	982	433
575	1613694	73	33
576	1613922	9	7
577	1613972	314	134
578	1614873	1659	210
579	1616294	724	357
580	1618689	1172	378
581	1621218	311	201
582	1622588	54	30
583	1622794	43	23
584	1622955	69	36
585	1623201	11	6
586	1623243	130	55
587	1623621	1047	527
588	1627132	813	368
589	1629609	41	34
590	1629839	319	173
591	1631007	592	307
592	1633078	167	91
593	1633684	33	21
594	1633827	110	45
595	1634138	834	315
596	1636263	1043	541
597	1639912	139	50
598	1640257	418	209
599	1641655	736	259
600	1643408	55	30
601	1643616	1300	568
602	1647428	96	72
603	1647917	34	29
604	1648118	2346	745
605	1653115	5361	637
606	1657405	1499	569
607	1661242	1527	527
608	1664792	1859	534
609	1668426	1937	602
610	1672504	975	216
611	1673965	1541	576
612	1677852	364	162
613	1678948	143	65
614	1679389	508	125
615	1680244	1451	518
616	1683714	1952	256
617	1685512	70	38
618	1685773	1087	347
619	1688107	2276	468
620	1691281	2303	411
621	1694090	3129	672
622	1698591	291	121
623	1699418	3362	307
624	1701556	43	26
625	1701734	16	14
626	1701830	303	136
627	1702754	2175	808
628	1708209	465	273
629	1710026	311	222
630	1711517	171	79
631	1712049	297	104
632	1712756	151	72
633	1713244	701	251
634	1714915	10172	837
635	1720662	1461	817
636	1726172	70	34
637	1726404	262	84
638	1726975	317	194
639	1728268	1104	406
640	1731003	1693	564
641	1734776	32	28
642	1734964	353	213
643	1736413	566	230
644	1737978	931	209
645	1739409	1757	627
646	1743661	6	6
647	1743705	315	131
648	1744587	115	67
649	1745038	916	502
650	1748407	2945	885
651	1754407	123	57
652	1754794	443	234
653	1756361	312	150
654	1757362	130	76
655	1757871	229	142
656	1758814	207	146
657	1759791	1560	546
658	1763459	35	30
659	1763664	16	16
660	1763771	68	44
661	1764064	41	24
662	1764228	254880	178
663	1765412	4554	1137
664	1773124	50	39
665	1773391	283	126
666	1774250	1043	509
667	1777675	45	31
668	1777889	1849	843
669	1783526	525	223
670	1785010	49	28
671	1785203	3	3
672	1785226	184	146
673	1786211	4	4
674	1786241	10	8
675	1786298	531	288
676	1788219	368	204
677	1789589	139	102
678	1790263	152	74
679	1790763	1074	474
680	1793946	973	482
681	1797211	94	70
682	1797685	14	9
683	1797747	130	89
684	1798341	148	104
685	1799039	60	47
686	1799360	29	18
687	1799485	4	4
688	1799514	87	62
689	1799927	12	12
690	1800012	6	6
691	1800054	31	11
692	1800132	5	4
693	1800162	1247	589
694	1804125	3	3
695	1804148	818	206
696	1805546	46	31
697	1805759	74	42
698	1806047	81	55
699	1806415	3	3
700	1806438	7	6
701	1806481	1035	357
702	1808866	52	43
703	1809147	11	10
704	1809219	5	5
705	1809255	3	3
706	1809278	136	42
707	1809567	58	28
708	1809763	16	13
709	1809853	6	6
710	1809894	624	358
711	1812299	121	60
712	1812707	130	94
713	1813344	277	197
714	1814673	95	53
715	1815030	2939	584
716	1818991	29	18
717	1819115	8	8
718	1819171	981	478
719	1822369	156	106
720	1823085	198	84
721	1823666	232	96
722	1824307	327	172
723	1825463	382	160
724	1826532	167	76
725	1827050	9	7
726	1827097	24	10
727	1827168	7	6
728	1827211	4	4
729	1827240	3	3
730	1827263	201	105
731	1827967	120	78
732	1828501	124	58
733	1828893	587	368
734	1831372	2354	551
735	1835104	291	169
736	1836240	634	249
737	1837928	1741	441
738	1840892	722	307
739	1842973	616	96
740	1843617	1399	562
741	1847390	98	45
742	1847697	207	114
743	1848420	36	29
744	1848621	10198	1316
745	1857648	1100	340
746	1859936	3484	681
747	1864553	3342	1123
748	1872146	1953	747
749	1877181	129	69
750	1877644	68	38
751	1877907	85	38
752	1878158	1547	478
753	1881380	270	91
754	1882001	6	6
755	1882041	120	48
756	1882369	28	21
757	1882516	140	68
758	1882970	28	28
759	1883159	204	105
760	1883874	404	220
761	1885332	1574	645
762	1889661	7032	716
763	1894465	2	2
764	1894481	3542	787
765	1899878	1402	576
766	1903750	1	1
767	1903759	284	198
768	1905074	2773	545
769	1908819	53	52
770	1909160	137	71
771	1909635	1548	487
772	1912964	424	271
773	1914761	15245	466
774	1918025	1384	616
775	1922161	27	21
776	1922305	4	4
777	1922334	1219	421
778	1925223	1015	412
779	1928000	4090	1052
780	1935103	2394	755
781	1940181	1376	560
782	1943892	1381	440
783	1946828	1051	396
784	1949502	322	206
785	1950889	460	179
786	1952099	41	21
787	1952242	739	361
788	1954669	67	45
789	1954972	684	255
790	1956708	131	60
791	1957116	398	210
792	1958503	288	177
793	1959712	164	118
794	1960508	123	24
795	1960678	655	326
796	1962883	394	200
797	1964220	1686	689
798	1968813	81	64
799	1969244	31	21
800	1969388	161	74
801	1969884	214	152
802	1970905	117	49
803	1971245	6214	1304
804	1980068	8317	633
805	1984336	28	9
806	1984400	2	2
807	1984416	1	1
808	1984425	251	122
809	1985244	1258	707
810	1990011	48	31
811	1990228	1122	169
812	1991395	19	12
813	1991479	205	143
814	1992469	127	36
815	1992714	212	83
816	1993273	289	188
817	1994535	334	156
818	1995592	422	179
819	1996781	475	251
820	1998473	274	104
821	1999185	176	102
822	1999873	342	79
823	2000415	1275	527
824	2003944	122	69
825	2004409	57	46
826	2004714	1213	386
827	2007308	11714	802
828	2012771	784	225
829	2014315	383	201
830	2015664	449	207
831	2017035	254	194
832	2018329	22	19
833	2018454	13576	524
834	2022173	867	366
835	2024629	358	217
836	2026072	20	14
837	2026167	56	23
838	2026326	7	6
839	2026369	90	53
840	2026723	36	23
841	2026875	197	98
842	2027530	6	6
843	2027572	23	23
844	2027732	1609	649
845	2032093	269	212
846	2033546	24	24
847	2033709	1194	688
848	2038320	4921	903
849	2044461	5641	983
850	2051201	44	29
851	2051398	51	29
852	2051598	813	215
853	2053041	882	260
854	2054798	536	312
855	2056923	359	250
856	2058618	117	68
857	2059080	4083	1091
858	2066470	1061	374
859	2069014	1937	597
860	2073049	2966	958
861	2079481	1822	688
862	2084112	1490	634
863	2088402	1041	456
864	2091483	213	106
865	2092188	146	109
866	2092903	978	418
867	2095731	194	137
868	2096641	2	1
869	2096650	3152	776
870	2101934	791	411
871	2104689	12	9
872	2104753	66	35
873	2104992	144	83
874	2105556	1129	246
875	2107290	27	16
876	2107396	87	64
877	2107827	9	8
878	2107879	390	121
879	2108701	17	13
880	2108787	186	67
881	2109245	184	87
882	2109838	13	7
883	2109886	1694	849
884	2115563	936	441
885	2118497	40	21
886	2118639	68	44
887	2118938	160	79
888	2119474	76	49
889	2119812	1292	475
890	2123030	2274	823
891	2128628	54	41
892	2128899	210	178
893	2130048	17	11
894	2130121	10	4
895	2130149	92	73
896	2130644	1	1
897	2130653	67	27
898	2130834	2352	442
899	2133891	363	161
900	2134987	466	161
901	2136077	1	1
902	2136086	508	216
903	2137540	1	1
904	2137549	19813	818
905	2143310	28	18
906	2143433	308	207
907	2144818	150	44
908	2145120	1043	485
909	2148370	251	105
910	2149079	2	1
911	2149088	681	308
912	2151146	33	19
913	2151278	4	3
914	2151301	2	2
915	2151317	1019	494
916	2154632	654	114
917	2155400	1	1
918	2155409	401	42
919	2155692	45	26
920	2155872	1	1
921	2155881	668	202
922	2157252	409	197
923	2158582	1068	518
924	2162068	1271	267
925	2163915	36	23
926	2164076	5	5
927	2164110	1	1
928	2164119	8	6
929	2164161	1	1
930	2164170	1	1
931	2164179	1	1
932	2164188	37	23
933	2164347	81	54
934	2164724	120	51
935	2165059	1	1
936	2165068	1	1
937	2165077	1	1
938	2165086	2	2
939	2165102	2	2
940	2165118	83	53
941	2165483	57	41
942	2165759	18	13
943	2165848	37	30
944	2166054	2	2
945	2166070	46	18
946	2166194	1	1
947	2166203	3	3
948	2166226	1	1
949	2166235	25	20
950	2166373	1	1
951	2166382	1	1
952	2166391	1	1
953	2166400	1	1
954	2166409	9	5
955	2166445	19	10
956	2166513	11	11
957	2166590	62	35
958	2166825	5	3
959	2166846	57	39
960	2167106	1896	712
961	2171918	1	1
962	2171927	1	1
963	2171936	1	1
964	2171945	80	40
965	2172217	1	1
966	2172226	1	1
967	2172235	7	5
968	2172271	411	223
969	2173780	575	173
970	2174953	597	382
971	2177569	726	386
972	2180187	2071	246
973	2181847	1041	329
974	2184039	3776	950
975	2190526	284	77
976	2191038	21	13
977	2191130	505	177
978	2192347	414	63
979	2192778	3619	619
980	2196973	719	85
981	2197632	470	200
982	2198973	5	4
983	2199002	1522	616
984	2203166	386	237
985	2204765	2711	599
986	2208839	16	7
987	2208888	345	158
988	2209977	292	164
989	2211084	38	32
990	2211300	55	38
991	2211555	21	18
992	2211680	20	16
993	2211791	48	29
994	2211992	96	45
995	2212290	290	131
996	2213113	2	2
997	2213129	238	144
998	2214099	55	22
999	2214254	3797	659
1000	2218770	4142	1264
1001	2227314	649	244
1002	2228993	92	52
1003	2229352	23	14
1004	2229451	76	55
1005	2229823	516	184
1006	2231078	17	8
1007	2231131	143	86
1008	2231714	980	246
1009	2233353	18	13
1010	2233443	2	2
1011	2233458	42	22
1012	2233610	318	187
1013	2234863	140	58
1014	2235251	14	9
1015	2235315	1289	515
1016	2238801	282	164
1017	2239902	2191	737
1018	2244898	1101	263
1019	2246677	2	1
1020	2246687	5	1
1021	2246697	9083	1048
1022	2253838	711	129
1023	2254708	14	14
1024	2254807	651	208
1025	2256225	3	3
1026	2256249	12	11
1027	2256325	29	21
1028	2256468	8778	1092
1029	2263914	1891	446
1030	2266978	901	191
1031	2268269	2183	540
1032	2271892	75	19
1033	2272024	223	133
1034	2272904	2053	538
1035	2276548	2412	828
1036	2282123	251	104
1037	2282821	798	263
1038	2284585	3916	850
1039	2290378	1384	495
1040	2293722	701	297
1041	2295715	545	263
1042	2297506	143	114
1043	2298233	910	292
1044	2300212	218	110
1045	2300934	3520	427
1046	2303936	97	87
1047	2304521	341	172
1048	2305680	277	135
1049	2306557	1496	552
1050	2310297	604	250
1051	2312002	100	73
1052	2312487	196	95
1053	2313136	40	24
1054	2313298	6698	1159
1055	2321160	549	284
1056	2323069	17	9
1057	2323131	4	3
1058	2323154	32	22
1059	2323304	291	164
1060	2324388	644	272
1061	2326231	2843	728
1062	2331183	387	154
1063	2332217	193	121
1064	2333026	2819	596
1065	2337027	1482	301
1066	2339073	105	75
1067	2339581	472	88
1068	2340160	59	30
1069	2340367	585	244
1070	2342037	158	110
1071	2342775	56	41
1072	2343052	3858	937
1073	2349333	1135	566
1074	2353120	1153	288
1075	2355054	2197	604
1076	2359133	366	129
1077	2359992	122	66
1078	2360433	3367	549
1079	2364150	434	165
1080	2365271	3165	969
1081	2371845	2641	850
1082	2377587	1285	441
1083	2380561	967	545
1084	2384225	278	165
1085	2385332	2080	799
1086	2390733	596	341
1087	2393006	75	35
1088	2393243	1540	476
1089	2396485	1899	615
1090	2400639	1612	549
1091	2404332	84	49
1092	2404669	32	20
1093	2404805	2411	402
1094	2407549	24	21
1095	2407696	68	55
1096	2408067	362	171
1097	2409211	49	25
1098	2409382	631	273
1099	2411231	112	66
1100	2411671	330	131
1101	2412555	5538	987
1102	2419306	21	8
1103	2419363	1678	519
1104	2422841	29	21
1105	2422988	240	100
1106	2423679	2	1
1107	2423689	523	301
1108	2425721	212	102
1109	2426409	345	156
1110	2427464	6	6
1111	2427509	3	3
1112	2427533	808	348
1113	2429886	58	45
1114	2430192	262	169
1115	2431317	12	12
1116	2431399	175	99
1117	2432066	332	177
1118	2433273	1043	501
1119	2436627	32	27
1120	2436817	236	145
1121	2437784	381	185
1122	2439029	4	2
1123	2439046	215	147
1124	2440047	113	61
1125	2440455	10	4
1126	2440484	67	44
1127	2440781	152	114
1128	2441550	1091	498
1129	2444819	304	144
1130	2445780	2740	1010
1131	2452622	1123	412
1132	2455414	1	1
1133	2455424	37	22
1134	2455570	894	474
1135	2458782	4524	1425
1136	2468423	1524	205
1137	2469890	187	135
1138	2470792	35	24
1139	2470953	1360	639
1140	2475282	1685	321
1141	2477473	666	320
1142	2479625	260	164
1143	2480724	1671	139
1144	2481687	320	147
1145	2482696	346	159
1146	2483767	670	345
1147	2486070	52	29
1148	2486266	1888	675
1149	2490821	36	25
1150	2490991	5	5
1151	2491027	65	48
1152	2491351	12	8
1153	2491409	880	452
1154	2494415	796	463
1155	2497535	808	421
1156	2500353	468	273
1157	2502187	317	212
1158	2503589	1193	442
1159	2506541	1000	488
1160	2509872	189	101
1161	2510547	528	92
1162	2511173	978	400
1163	2513896	87	34
1164	2514128	5268	661
1165	2518694	44	33
1166	2518917	1795	251
1167	2520625	762	252
1168	2522312	2744	226
1169	2523825	1453	294
1170	2525863	158	64
1171	2526290	265	87
1172	2526879	1052	397
1173	2529503	279	161
1174	2530583	342	99
1175	2531246	16	14
1176	2531342	688	309
1177	2533438	604	205
1178	2534826	14	13
1179	2534914	212	133
1180	2535807	59	45
1181	2536114	43	38
1182	2536377	3	3
1183	2536400	1	1
1184	2536410	6	2
1185	2536426	433	325
1186	2538613	191	108
1187	2539336	304	139
1188	2540277	287	205
1189	2541663	72	32
1190	2541882	3	2
1191	2541899	4	4
1192	2541927	11184	441
1193	2544969	372	134
1194	2545874	179	99
1195	2546547	17	17
1196	2546666	40	34
1197	2546896	64	48
1198	2547222	962	348
1199	2549563	174	99
1200	2550226	1543	540
1201	2553867	600	388
1202	2556471	382	256
1203	2558197	3	2
1204	2558214	46	35
1205	2558458	2987	1161
1206	2566268	1015	476
1207	2569428	6170	297
1208	2571467	62	35
1209	2571706	289	100
1210	2572372	2996	584
1211	2576326	137	102
1212	2577023	322	152
1213	2578056	359	194
1214	2579369	36	28
1215	2579558	16	8
1216	2579616	715	232
1217	2581177	1324	704
1218	2585914	1378	425
1219	2588817	13	12
1220	2588902	364	128
1221	2589766	865	216
1222	2591240	85	65
1223	2591677	1193	533
1224	2595296	8	6
1225	2595339	22	10
1226	2595411	1176	564
1227	2599198	263	177
1228	2600390	2496	447
1229	2603425	233	157
1230	2604467	17	14
1231	2604567	912	400
1232	2607257	966	185
1233	2608521	74	35
1234	2608759	1264	555
1235	2612496	738	239
1236	2614086	225	141
1237	2615039	896	207
1238	2616451	1	1
1239	2616461	632	255
1240	2618191	247	114
1241	2618946	432	23
1242	2619104	4	3
1243	2619125	192	108
1244	2619854	530	255
1245	2621568	4	4
1246	2621599	1	1
1247	2621609	640	259
1248	2623337	694	190
1249	2624620	278	123
1250	2625444	76	50
1251	2625789	438	139
1252	2626712	663	279
1253	2628608	42	36
1254	2628849	852	357
1255	2631244	107	50
1256	2631589	240	67
1257	2632039	191	120
1258	2632854	341	227
1259	2634378	737	482
1260	2637663	1357	325
1261	2639838	4	4
1262	2639868	306	217
1263	2641327	87	57
1264	2641720	96	53
1265	2642085	281	132
1266	2642995	177	66
1267	2643452	526	254
1268	2645164	101	35
1269	2645402	39	26
1270	2645574	1172	640
1271	2649896	4106	1036
1272	2656971	506	166
1273	2658091	2242	365
1274	2660616	12	9
1275	2660680	686	196
1276	2662045	1223	410
1277	2664833	298	184
1278	2666009	332	211
1279	2667377	49	23
1280	2667534	64	33
1281	2667758	3168	1033
1282	2674701	163	91
1283	2675325	19	9
1284	2675389	531	271
1285	2677215	621	299
1286	2679264	292	166
1287	2680392	62	42
1288	2680679	8	4
1289	2680709	2518	563
1290	2684567	2291	927
1291	2690836	124	90
1292	2691450	18	15
1293	2691556	129	78
1294	2692074	1	1
1295	2692084	118	62
1296	2692505	1574	595
1297	2696489	40	29
1298	2696687	3383	665
1299	2701177	25	13
1300	2701269	2	2
1301	2701286	1	1
1302	2701296	1	1
1303	2701306	1	1
1304	2701316	178	110
1305	2702052	438	210
1306	2703462	2063	348
1307	2705760	10268	431
1308	2708825	60	35
1309	2709062	631	259
1310	2710819	80	68
1311	2711271	2307	634
1312	2715585	1128	327
1313	2717792	82	63
1314	2718219	2846	969
1315	2724722	86	52
1316	2725072	1	1
1317	2725082	2039	661
1318	2729529	42	32
1319	2729747	42	26
1320	2729925	144	85
1321	2730493	7	6
1322	2730535	535	196
1323	2731835	142	98
1324	2732487	3598	285
1325	2734447	3244	481
1326	2737664	345	112
1327	2738414	731	243
1328	2740069	3765	323
1329	2742286	113	77
1330	2742813	10294	522
1331	2746493	2329	838
1332	2752102	99	67
1333	2752554	17	16
1334	2752661	430	240
1335	2754262	337	145
1336	2755251	1933	437
1337	2758181	1522	585
1338	2762132	2720	341
1339	2764436	285	121
1340	2765245	64	44
1341	2765536	376	89
1342	2766127	2	1
1343	2766137	172	138
1344	2766993	100	52
1345	2767345	5	5
1346	2767381	154	52
1347	2767742	6	2
